Category 1,Category 2,Indicator short code,Indicator name,Indicator units,Indicator currency
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_pvtd_ppp2019_pc,"Domestic Private Expenditure on Immunization Programmes, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_pvtd_ppp2019_pc,"Domestic Private Expenditure on Governance, health system & financing administration, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc9_pvtd_ppp2019_pc,"Domestic Private Expenditure on Other health care services (n.e.c.), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_ppp2019_pc,"Current health expenditure by Diseases and Conditions, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_ppp2019_pc,"Infectious and Parasitic Diseases, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_ppp2019_pc,"HIV/AIDS and Other Sexually Transmitted Diseases (STDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_ppp2019_pc,"Tuberculosis (TB), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_ppp2019_pc,"Malaria, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_ppp2019_pc,"Neglected Tropical Diseases (NTDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_ppp2019_pc,"Reproductive Health, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_ppp2019_pc,"Maternal Conditions, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_ppp2019_pc,"Contraceptive Management (Family Planning), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_ppp2019_pc,"Nutritional Deficiencies, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_ppp2019_pc,"Noncommunicable Diseases (NCDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_ppp2019_pc,"Injuries, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_ppp2019_pc,"Other and unspecified Diseases and Conditions (n.e.c.), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_gghed_ppp2019_pc,"Domestic general government health expenditure by Diseases and Conditions, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_gghed_ppp2019_pc,"Domestic General Government Expenditure on Infectious and Parasitic Diseases, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_gghed_ppp2019_pc,"Domestic General Government Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_gghed_ppp2019_pc,"Domestic General Government Expenditure on Tuberculosis (TB), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_gghed_ppp2019_pc,"Domestic General Government Expenditure on Malaria, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_gghed_ppp2019_pc,"Domestic General Government Expenditure on Neglected Tropical Diseases (NTDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_gghed_ppp2019_pc,"Domestic General Government Expenditure on Reproductive Health, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_gghed_ppp2019_pc,"Domestic General Government Expenditure on Maternal Conditions, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_gghed_ppp2019_pc,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_gghed_ppp2019_pc,"Domestic General Government Expenditure on Nutritional Deficiencies, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_gghed_ppp2019_pc,"Domestic General Government Expenditure on Noncommunicable Diseases (NCDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_gghed_ppp2019_pc,"Domestic General Government Expenditure on Injuries, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_gghed_ppp2019_pc,"Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_ext_ppp2019_pc,"External sources of funding by Diseases and Conditions, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_ext_ppp2019_pc,"External sources of funding on Infectious and Parasitic Diseases, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_ext_ppp2019_pc,"External sources of funding on HIV/AIDS and Sexually Transmitted Diseases (STDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_ext_ppp2019_pc,"External sources of funding on Tuberculosis (TB), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_ext_ppp2019_pc,"External sources of funding on Malaria, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_ext_ppp2019_pc,"External sources of funding on Neglected Tropical Diseases (NTDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_ext_ppp2019_pc,"External sources of funding on Reproductive Health, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_ext_ppp2019_pc,"External sources of funding on Maternal Conditions, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_ext_ppp2019_pc,"External sources of funding on Contraceptive Management (Family Planning), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_ext_ppp2019_pc,"External sources of funding on Nutritional Deficiencies, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_ext_ppp2019_pc,"External sources of funding on Noncommunicable Diseases (NCDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_ext_ppp2019_pc,"External sources of funding on Injuries, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_ext_ppp2019_pc,"External sources of funding on other and unspecified Diseases and Conditions (n.e.c.), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_pvtd_ppp2019_pc,"Domestic Private Health expenditure by Diseases and Conditions, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_pvtd_ppp2019_pc,"Domestic Private Expenditure on Infectious and Parasitic Diseases, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_pvtd_ppp2019_pc,"Domestic Private Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_pvtd_ppp2019_pc,"Domestic Private Expenditure on Tuberculosis (TB), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_pvtd_ppp2019_pc,"Domestic Private Expenditure on Malaria, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_pvtd_ppp2019_pc,"Domestic Private Expenditure on Neglected Tropical Diseases (NTDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_pvtd_ppp2019_pc,"Domestic Private Expenditure on Reproductive Health, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_pvtd_ppp2019_pc,"Domestic Private Expenditure on Maternal Conditions, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_pvtd_ppp2019_pc,"Domestic Private Expenditure on Contraceptive Management (Family Planning), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_pvtd_ppp2019_pc,"Domestic Private Expenditure on Nutritional Deficiencies, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_pvtd_ppp2019_pc,"Domestic Private Expenditure on Noncommunicable Diseases (NCDs), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_pvtd_ppp2019_pc,"Domestic Private Expenditure on Injuries, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_pvtd_ppp2019_pc,"Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,AGE,age1_ppp2019_pc,"Less than five-year-old population (< 5-y), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,AGE,age1_gghed_ppp2019_pc,"Domestic General Government Health Expenditure in the less than five-year-old population (< 5-y), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,AGE,age1_ext_ppp2019_pc,"External sources of funding in the less than five-year-old population (< 5-y), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,AGE,age1_pvtd_ppp2019_pc,"Domestic Private Expenditure in the less than five-year-old population (< 5-y), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_ppp2019_pc,"Capital health expenditure, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_gghed_ppp2019_pc,"Capital Health Expenditure (Domestic Public), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_ext_ppp2019_pc,"Capital Health Expenditure (External), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_pvtd_ppp2019_pc,"Capital Health Expenditure (Domestic Private), in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
MACRO DATA,CONSUMPTION,gdp_ppp2019_pc,"Gross Domestic Product , in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
MACRO DATA,CONSUMPTION,pfc_ppp2019_pc,"Final consumption expenditure of Households and profit institutions serving households, in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
MACRO DATA,CONSUMPTION,gge_ppp2019_pc,"General government expenditure , in constant (2019) international $ (PPP) per capita",Ones,Int$ (PPP) (Constant)
INDICATORS,FINANCING SOURCES GROUPS,pvtd_gdp,"Domestic Private Health Expenditure (PVT-D), as % of gross domestic product (GDP)",Percentage,-
INDICATORS,FINANCING SOURCES GROUPS,ext_gdp,"External Health Expenditure (EXT), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs_gdp,"Current health expenditure by revenues of health care financing schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs1_gdp,"Transfers from government domestic revenue (allocated to health purposes), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs11_gdp,"Internal transfers and grants, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs12_gdp,"Transfers by government on behalf of specific groups, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs13_gdp,"Subsidies, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs14_gdp,"Other transfers from government domestic revenue, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs2_gdp,"Transfers distributed by government from foreign origin, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs3_gdp,"Social insurance contributions, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs31_gdp,"Social insurance contributions from employees, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs32_gdp,"Social insurance contributions from employers, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs33_gdp,"Social insurance contributions from self-employed, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs34_gdp,"Other social insurance contributions, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs4_gdp,"Compulsory prepayment (Other, and unspecified, than FS.3), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs5_gdp,"Voluntary prepayment, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs6_gdp,"Other domestic revenues n.e.c., as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs61_gdp,"Other revenues from households n.e.c., as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs62_gdp,"Other revenues from corporations n.e.c., as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs63_gdp,"Other revenues from NPISH n.e.c., as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs6nec_gdp,"Unspecified other domestic revenues (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fs7_gdp,"Direct foreign transfers, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,REVENUES,fsnec_gdp,"Unspecified revenues of health care financing schemes (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf_gdp,"Current health expenditure by financing schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf1_gdp,"Government schemes and compulsory contributory health care financing schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf11_gdp,"Government schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf12_gdp,"Compulsory contributory health insurance schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf121_gdp,"Social health insurance schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf122_gdp,"Compulsory private insurance schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf12nec_gdp,"Unspecified compulsory contributory health insurance schemes (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf13_gdp,"Compulsory Medical Saving Accounts (CMSA), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf1nec_gdp,"Unspecified government schemes and compulsory contributory schemes (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf2_gdp,"Voluntary health care payment schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf21_gdp,"Voluntary health insurance schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf22_gdp,"NPISH financing schemes (including development agencies), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf23_gdp,"Enterprise financing schemes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf2nec_gdp,"Unspecified voluntary health care payment schemes (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf3_gdp,"Household out-of-pocket payment, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf4_gdp,"Rest of the world financing schemes (non-resident), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hfnec_gdp,"Unspecified financing schemes (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc_gdp,"Current health expenditure by Health Care Functions, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1_gdp,"Curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc11_gdp,"Inpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc12_gdp,"Day curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13_gdp,"Outpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc131_gdp,"General outpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc132_gdp,"Dental outpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc133_gdp,"Specialised outpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13nec_gdp,"Unspecified outpatient curative care (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc14_gdp,"Home-based curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1nec_gdp,"Unspecified curative care (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc2_gdp,"Rehabilitative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3_gdp,"Long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc31_gdp,"Inpatient long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc32_gdp,"Day long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc33_gdp,"Outpatient long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc34_gdp,"Home-based long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3nec_gdp,"Unspecified long-term care (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc4_gdp,"Ancillary services (non-specified by function), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc5_gdp,"Medical goods (non-specified by function), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc6_gdp,"Preventive care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_gdp,"Immunization Programmes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_gdp,"Governance, and health system and financing administration, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc9_gdp,"Other health care services not elsewhere classified (n.e.c.), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc_gghed_gdp,"Domestic general government health expenditure by Health Care Functions, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1_gghed_gdp,"Domestic General Government Expenditure on Curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc11_gghed_gdp,"Domestic General Government Expenditure on Inpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc12_gghed_gdp,"Domestic General Government Expenditure on Day curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13_gghed_gdp,"Domestic General Government Expenditure on Outpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc131_gghed_gdp,"Domestic General Government Expenditure on General outpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc132_gghed_gdp,"Domestic General Government Expenditure on Dental outpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc133_gghed_gdp,"Domestic General Government Expenditure on Specialised outpatient curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13nec_gghed_gdp,"Domestic General Government Expenditure on Outpatient curative care n.e.c., as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc14_gghed_gdp,"Domestic General Government on Home-based curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1nec_gghed_gdp,"Domestic General Government Expenditure on Other curative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc2_gghed_gdp,"Domestic General Government Expenditure on Rehabilitative care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3_gghed_gdp,"Domestic General Government Expenditure on Long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc31_gghed_gdp,"Domestic General Government Expenditure on Inpatient long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc32_gghed_gdp,"Domestic General Government Expenditure on Day long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc33_gghed_gdp,"Domestic General Government Expenditure on Outpatient long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc34_gghed_gdp,"Domestic General Government Expenditure on Home-based long-term care (health), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3nec_gghed_gdp,"Domestic General Government Expenditure on Other Long-Term Care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc4_gghed_gdp,"Domestic General Government Expenditure on Ancillary services (non-specified by function), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc5_gghed_gdp,"Domestic General Government Expenditure on Medical goods (non-specified by function), as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc6_gghed_gdp,"Domestic General Government Expenditure on Preventive care, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_gghed_gdp,"Domestic General Government Expenditure on Immunization Programmes, as % of gross domestic product (GDP)",Percentage,-
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_gghed_gdp,"Domestic General Government Expenditure on Governance, health system & financing administration, as % of gross domestic product (GDP)",Percentage,-
